, [QUOTE_DATE], [UNDERLYING_LAST], [EXPIRE_DATE], [DTE], [C_DELTA], [C_GAMMA], [C_VEGA], [C_THETA], [C_BID], [C_ASK], [STRIKE], [P_BID], [P_ASK], [P_DELTA], [P_GAMMA], [P_VEGA], [P_THETA], [STRIKE_DISTANCE], [STRIKE_DISTANCE_PCT]
0, 2010-05-03,1202.03, 2010-05-06,3.0, 1.000000, 0.000000, 0.000000, 0.000000, 225.110000, 227.900000,975.0, 0.000000, 0.060000, -0.000830, 0.000070, 0.004220, -0.021660,227.0,0.189
1, 2010-05-03,1202.03, 2010-05-06,3.0, 1.000000, 0.000000, 0.000000, 0.000000, 200.100000, 203.000000,1000.0, 0.000000, 0.060000, -0.001220, 0.000080, 0.005310, -0.021550,202.0,0.168
2, 2010-05-03,1202.03, 2010-05-06,3.0, 1.000000, 0.000000, 0.000000, 0.000000, 175.200000, 178.490000,1025.0, 0.050000, 0.090000, -0.003070, 0.000150, 0.012530, -0.059420,177.0,0.147
3, 2010-05-03,1202.03, 2010-05-06,3.0, 0.947140, 0.000150, 0.115810, -0.020240, 150.400000, 153.710000,1050.0, 0.100000, 0.140000, -0.005440, 0.000280, 0.021390, -0.094000,152.0,0.126
4, 2010-05-03,1202.03, 2010-05-06,3.0, 0.950760, 0.000230, 0.112190, -0.070430, 125.400000, 128.800000,1075.0, 0.140000, 0.200000, -0.008860, 0.000440, 0.030200, -0.126630,127.0,0.106
5, 2010-05-03,1202.03, 2010-05-06,3.0, 0.952910, 0.000570, 0.110020, -0.169640, 100.600000, 103.800000,1100.0, 0.260000, 0.310000, -0.015860, 0.000770, 0.048820, -0.185880,102.0,0.085
6, 2010-05-03,1202.03, 2010-05-06,3.0, 0.950320, 0.001440, 0.118910, -0.370250, 75.810000, 78.990000,1125.0, 0.450000, 0.560000, -0.029670, 0.001590, 0.085430, -0.302060,77.0,0.064
7, 2010-05-03,1202.03, 2010-05-06,3.0, 0.933590, 0.003460, 0.157190, -0.451800, 51.190000, 54.200000,1150.0, 0.800000, 1.040000, -0.061500, 0.003530, 0.152290, -0.475160,52.0,0.043
8, 2010-05-03,1202.03, 2010-05-06,3.0, 0.834890, 0.009120, 0.312140, -0.784320, 27.700000, 30.600000,1175.0, 2.200000, 2.690000, -0.164730, 0.008920, 0.311480, -0.877110,27.0,0.022
9, 2010-05-03,1202.03, 2010-05-06,3.0, 0.531930, 0.018730, 0.499890, -1.067020, 8.590000, 9.990000,1200.0, 6.800000, 8.410000, -0.468920, 0.019110, 0.500060, -1.176370,2.0,0.002
10, 2010-05-03,1202.03, 2010-05-06,3.0, 0.106320, 0.009890, 0.233140, -0.396920, 0.890000, 1.000000,1225.0, 23.510000, 25.600000, -0.889410, 0.009970, 0.236860, -0.558230,23.0,0.019
11, 2010-05-03,1202.03, 2010-05-06,3.0, 0.010920, 0.001390, 0.035740, -0.052850, 0.040000, 0.090000,1250.0, 46.600000, 49.800000, -1.000000, 0.000000, -489.700060, 0.000000,48.0,0.04
12, 2010-05-03,1202.03, 2010-05-06,3.0, 0.007320, 0.000730, 0.027810, -0.055410, 0.050000, 0.100000,1275.0, 71.710000, 74.990000, -1.000000, 0.000000, -739.699600, 0.000000,73.0,0.061
13, 2010-05-03,1202.03, 2010-05-06,3.0, 0.002170, 0.000200, 0.010040, -0.020470, 0.000000, 0.050000,1300.0, 96.690000, 99.900000, -0.999310, 0.000000, 0.000000, -0.145010,98.0,0.082
14, 2010-05-03,1202.03, 2010-05-20,17.0, 1.000000, 0.000000, 0.000000, 0.000000, 698.690000, 702.010000,500.0, 0.000000, 0.050000, -0.000050, 0.000000, 0.002520, -0.008090,702.0,0.584
15, 2010-05-03,1202.03, 2010-05-20,17.0, 1.000000, 0.000000, 0.000000, 0.000000, 648.810000, 652.100000,550.0, 0.000000, 0.060000, -0.000660, 0.000000, 0.003170, -0.008330,652.0,0.542
16, 2010-05-03,1202.03, 2010-05-20,17.0, 1.000000, 0.000000, 0.000000, 0.000000, 598.800000, 602.100000,600.0, 0.000000, 0.050000, -0.000180, -0.000030, 0.003370, -0.007900,602.0,0.501
17, 2010-05-03,1202.03, 2010-05-20,17.0, 1.000000, 0.000000, 0.000000, 0.000000, 578.600000, 581.890000,620.0, 0.000000, 0.050000, 0.000000, 0.000030, 0.003420, -0.007840,582.0,0.484
18, 2010-05-03,1202.03, 2010-05-20,17.0, 1.000000, 0.000000, 0.000000, 0.000000, 573.590000, 576.910000,625.0, 0.000000, 0.050000, -0.000200, -0.000030, 0.003890, -0.007960,577.0,0.48
19, 2010-05-03,1202.03, 2010-05-20,17.0, 1.000000, 0.000000, 0.000000, 0.000000, 568.600000, 571.900000,630.0, 0.000000, 0.040000, -0.000670, 0.000000, 0.003970, -0.008450,572.0,0.476
20, 2010-05-03,1202.03, 2010-05-20,17.0, 1.000000, 0.000000, 0.000000, 0.000000, 558.610000, 561.910000,640.0, 0.000000, 0.050000, -0.000410, 0.000020, 0.003420, -0.007810,562.0,0.468
21, 2010-05-03,1202.03, 2010-05-20,17.0, 1.000000, 0.000000, 0.000000, 0.000000, 548.800000, 552.100000,650.0, 0.000000, 0.050000, -0.000050, 0.000050, 0.003850, -0.007740,552.0,0.459
22, 2010-05-03,1202.03, 2010-05-20,17.0, 1.000000, 0.000000, 0.000000, 0.000000, 538.800000, 542.090000,660.0, 0.000000, 0.040000, -0.000640, -0.000020, 0.004290, -0.007840,542.0,0.451
23, 2010-05-03,1202.03, 2010-05-20,17.0, 1.000000, 0.000000, 0.000000, 0.000000, 528.800000, 532.100000,670.0, 0.000000, 0.050000, -0.000810, 0.000030, 0.004200, -0.007810,532.0,0.443
24, 2010-05-03,1202.03, 2010-05-20,17.0, 1.000000, 0.000000, 0.000000, 0.000000, 523.800000, 527.100000,675.0, 0.000000, 0.050000, -0.000920, 0.000000, 0.003710, -0.008310,527.0,0.438
25, 2010-05-03,1202.03, 2010-05-20,17.0, 1.000000, 0.000000, 0.000000, 0.000000, 518.800000, 522.100000,680.0, 0.000000, 0.050000, -0.000180, 0.000030, 0.004400, -0.008440,522.0,0.434
26, 2010-05-03,1202.03, 2010-05-20,17.0, 1.000000, 0.000000, 0.000000, 0.000000, 513.800000, 517.090000,685.0, 0.000000, 0.050000, -0.000130, 0.000030, 0.004600, -0.007980,517.0,0.43
27, 2010-05-03,1202.03, 2010-05-20,17.0, 1.000000, 0.000000, 0.000000, 0.000000, 508.790000, 512.100000,690.0, 0.000000, 0.040000, 0.000000, 0.000020, 0.004110, -0.008190,512.0,0.426
28, 2010-05-03,1202.03, 2010-05-20,17.0, 1.000000, 0.000000, 0.000000, 0.000000, 498.800000, 502.090000,700.0, 0.000000, 0.050000, -0.000580, -0.000030, 0.003990, -0.008210,502.0,0.418
29, 2010-05-03,1202.03, 2010-05-20,17.0, 1.000000, 0.000000, 0.000000, 0.000000, 493.900000, 497.210000,705.0, 0.000000, 0.060000, -0.000840, -0.000010, 0.004080, -0.008190,497.0,0.413
30, 2010-05-03,1202.03, 2010-05-20,17.0, 1.000000, 0.000000, 0.000000, 0.000000, 488.890000, 492.200000,710.0, 0.000000, 0.050000, -0.000640, 0.000020, 0.004320, -0.007960,492.0,0.409
31, 2010-05-03,1202.03, 2010-05-20,17.0, 1.000000, 0.000000, 0.000000, 0.000000, 483.900000, 487.200000,715.0, 0.000000, 0.050000, -0.000490, -0.000020, 0.004940, -0.007640,487.0,0.405
32, 2010-05-03,1202.03, 2010-05-20,17.0, 1.000000, 0.000000, 0.000000, 0.000000, 478.800000, 482.100000,720.0, 0.000000, 0.050000, -0.000060, -0.000030, 0.004510, -0.007870,482.0,0.401
33, 2010-05-03,1202.03, 2010-05-20,17.0, 1.000000, 0.000000, 0.000000, 0.000000, 473.790000, 477.100000,725.0, 0.000000, 0.060000, -0.000970, 0.000000, 0.004990, -0.008290,477.0,0.397
34, 2010-05-03,1202.03, 2010-05-20,17.0, 1.000000, 0.000000, 0.000000, 0.000000, 468.800000, 472.110000,730.0, 0.000000, 0.050000, -0.000630, 0.000050, 0.004340, -0.007640,472.0,0.393
35, 2010-05-03,1202.03, 2010-05-20,17.0, 1.000000, 0.000000, 0.000000, 0.000000, 463.690000, 467.090000,735.0, 0.000000, 0.050000, -0.000790, -0.000010, 0.004800, -0.008270,467.0,0.389
36, 2010-05-03,1202.03, 2010-05-20,17.0, 1.000000, 0.000000, 0.000000, 0.000000, 458.700000, 462.090000,740.0, 0.000000, 0.060000, -0.000270, -0.000030, 0.004940, -0.008410,462.0,0.384
37, 2010-05-03,1202.03, 2010-05-20,17.0, 1.000000, 0.000000, 0.000000, 0.000000, 453.700000, 457.100000,745.0, 0.000000, 0.040000, -0.000030, 0.000050, 0.004420, -0.008430,457.0,0.38
38, 2010-05-03,1202.03, 2010-05-20,17.0, 1.000000, 0.000000, 0.000000, 0.000000, 448.800000, 452.190000,750.0, 0.000000, 0.050000, -0.000600, -0.000010, 0.004500, -0.008300,452.0,0.376
39, 2010-05-03,1202.03, 2010-05-20,17.0, 1.000000, 0.000000, 0.000000, 0.000000, 443.700000, 447.110000,755.0, 0.000000, 0.040000, -0.000980, 0.000050, 0.005340, -0.007620,447.0,0.372
40, 2010-05-03,1202.03, 2010-05-20,17.0, 1.000000, 0.000000, 0.000000, 0.000000, 438.690000, 442.100000,760.0, 0.000000, 0.040000, -0.000170, -0.000010, 0.005370, -0.007980,442.0,0.368
41, 2010-05-03,1202.03, 2010-05-20,17.0, 1.000000, 0.000000, 0.000000, 0.000000, 433.690000, 437.100000,765.0, 0.000000, 0.050000, -0.000870, 0.000010, 0.004640, -0.008050,437.0,0.364
42, 2010-05-03,1202.03, 2010-05-20,17.0, 1.000000, 0.000000, 0.000000, 0.000000, 428.800000, 432.100000,770.0, 0.000000, 0.050000, -0.000790, 0.000020, 0.005100, -0.008110,432.0,0.359
43, 2010-05-03,1202.03, 2010-05-20,17.0, 1.000000, 0.000000, 0.000000, 0.000000, 423.800000, 427.100000,775.0, 0.000000, 0.050000, -0.000720, 0.000000, 0.005410, -0.007610,427.0,0.355
44, 2010-05-03,1202.03, 2010-05-20,17.0, 1.000000, 0.000000, 0.000000, 0.000000, 418.800000, 422.110000,780.0, 0.000000, 0.050000, -0.000780, 0.000020, 0.005510, -0.008020,422.0,0.351
45, 2010-05-03,1202.03, 2010-05-20,17.0, 1.000000, 0.000000, 0.000000, 0.000000, 413.800000, 417.100000,785.0, 0.000000, 0.040000, -0.000430, 0.000050, 0.004950, -0.008010,417.0,0.347
46, 2010-05-03,1202.03, 2010-05-20,17.0, 1.000000, 0.000000, 0.000000, 0.000000, 408.800000, 412.100000,790.0, 0.000000, 0.050000, -0.000200, 0.000000, 0.005070, -0.008290,412.0,0.343
47, 2010-05-03,1202.03, 2010-05-20,17.0, 1.000000, 0.000000, 0.000000, 0.000000, 403.800000, 407.100000,795.0, 0.000000, 0.040000, -0.000550, 0.000020, 0.005590, -0.007560,407.0,0.339
48, 2010-05-03,1202.03, 2010-05-20,17.0, 1.000000, 0.000000, 0.000000, 0.000000, 398.800000, 402.090000,800.0, 0.000000, 0.050000, -0.000670, -0.000030, 0.005930, -0.008090,402.0,0.334
49, 2010-05-03,1202.03, 2010-05-20,17.0, 1.000000, 0.000000, 0.000000, 0.000000, 393.800000, 397.110000,805.0, 0.000000, 0.050000, -0.001040, -0.000020, 0.005620, -0.008130,397.0,0.33
50, 2010-05-03,1202.03, 2010-05-20,17.0, 1.000000, 0.000000, 0.000000, 0.000000, 388.800000, 392.100000,810.0, 0.000000, 0.060000, -0.001060, 0.000040, 0.006160, -0.007490,392.0,0.326
51, 2010-05-03,1202.03, 2010-05-20,17.0, 1.000000, 0.000000, 0.000000, 0.000000, 383.790000, 387.110000,815.0, 0.000000, 0.060000, -0.000950, 0.000040, 0.005810, -0.008310,387.0,0.322
52, 2010-05-03,1202.03, 2010-05-20,17.0, 1.000000, 0.000000, 0.000000, 0.000000, 378.800000, 382.110000,820.0, 0.000000, 0.050000, -0.000580, 0.000030, 0.005890, -0.007770,382.0,0.318
53, 2010-05-03,1202.03, 2010-05-20,17.0, 1.000000, 0.000000, 0.000000, 0.000000, 373.800000, 377.100000,825.0, 0.000000, 0.050000, -0.001040, 0.000040, 0.006140, -0.008050,377.0,0.314
54, 2010-05-03,1202.03, 2010-05-20,17.0, 1.000000, 0.000000, 0.000000, 0.000000, 368.700000, 372.100000,830.0, 0.000000, 0.050000, -0.000600, 0.000040, 0.005860, -0.007670,372.0,0.309
55, 2010-05-03,1202.03, 2010-05-20,17.0, 1.000000, 0.000000, 0.000000, 0.000000, 363.700000, 367.100000,835.0, 0.000000, 0.060000, -0.000370, 0.000030, 0.006140, -0.007870,367.0,0.305
56, 2010-05-03,1202.03, 2010-05-20,17.0, 1.000000, 0.000000, 0.000000, 0.000000, 358.690000, 362.100000,840.0, 0.060000, 0.100000, -0.001330, 0.000070, 0.014710, -0.020180,362.0,0.301
57, 2010-05-03,1202.03, 2010-05-20,17.0, 1.000000, 0.000000, 0.000000, 0.000000, 353.700000, 357.100000,845.0, 0.060000, 0.100000, -0.001350, 0.000060, 0.014920, -0.020570,357.0,0.297
58, 2010-05-03,1202.03, 2010-05-20,17.0, 1.000000, 0.000000, 0.000000, 0.000000, 348.700000, 352.010000,850.0, 0.040000, 0.110000, -0.002020, 0.000080, 0.014840, -0.020350,352.0,0.293
59, 2010-05-03,1202.03, 2010-05-20,17.0, 1.000000, 0.000000, 0.000000, 0.000000, 343.810000, 347.100000,855.0, 0.040000, 0.160000, -0.002140, 0.000040, 0.018430, -0.026360,347.0,0.289
60, 2010-05-03,1202.03, 2010-05-20,17.0, 1.000000, 0.000000, 0.000000, 0.000000, 338.800000, 342.100000,860.0, 0.060000, 0.150000, -0.002200, 0.000050, 0.018940, -0.026460,342.0,0.285
61, 2010-05-03,1202.03, 2010-05-20,17.0, 1.000000, 0.000000, 0.000000, 0.000000, 333.810000, 337.100000,865.0, 0.050000, 0.160000, -0.002290, 0.000020, 0.019210, -0.026070,337.0,0.28
62, 2010-05-03,1202.03, 2010-05-20,17.0, 1.000000, 0.000000, 0.000000, 0.000000, 328.790000, 332.100000,870.0, 0.060000, 0.160000, -0.002560, 0.000050, 0.019630, -0.026390,332.0,0.276
63, 2010-05-03,1202.03, 2010-05-20,17.0, 1.000000, 0.000000, 0.000000, 0.000000, 323.700000, 326.900000,875.0, 0.050000, 0.140000, -0.002500, 0.000070, 0.020150, -0.025940,327.0,0.272
64, 2010-05-03,1202.03, 2010-05-20,17.0, 1.000000, 0.000000, 0.000000, 0.000000, 318.700000, 321.900000,880.0, 0.050000, 0.200000, -0.002780, 0.000020, 0.023970, -0.031070,322.0,0.268
65, 2010-05-03,1202.03, 2010-05-20,17.0, 1.000000, 0.000000, 0.000000, 0.000000, 313.700000, 317.000000,885.0, 0.050000, 0.200000, -0.002800, 0.000110, 0.023960, -0.031640,317.0,0.264
66, 2010-05-03,1202.03, 2010-05-20,17.0, 1.000000, 0.000000, 0.000000, 0.000000, 308.700000, 312.000000,890.0, 0.050000, 0.210000, -0.002560, 0.000100, 0.024190, -0.031750,312.0,0.26
67, 2010-05-03,1202.03, 2010-05-20,17.0, 1.000000, 0.000000, 0.000000, 0.000000, 303.690000, 307.100000,895.0, 0.100000, 0.200000, -0.003570, 0.000120, 0.028890, -0.036430,307.0,0.255
68, 2010-05-03,1202.03, 2010-05-20,17.0, 1.000000, 0.000000, 0.000000, 0.000000, 298.900000, 302.210000,900.0, 0.150000, 0.250000, -0.004870, 0.000090, 0.035780, -0.046350,302.0,0.251
69, 2010-05-03,1202.03, 2010-05-20,17.0, 1.000000, 0.000000, 0.000000, 0.000000, 293.900000, 297.210000,905.0, 0.040000, 0.260000, -0.004120, 0.000100, 0.028860, -0.036780,297.0,0.247
70, 2010-05-03,1202.03, 2010-05-20,17.0, 1.000000, 0.000000, 0.000000, 0.000000, 288.910000, 292.200000,910.0, 0.100000, 0.250000, -0.004180, 0.000090, 0.033200, -0.041410,292.0,0.243
71, 2010-05-03,1202.03, 2010-05-20,17.0, 1.000000, 0.000000, 0.000000, 0.000000, 283.810000, 287.000000,915.0, 0.090000, 0.250000, -0.004140, 0.000060, 0.033490, -0.041860,287.0,0.239
72, 2010-05-03,1202.03, 2010-05-20,17.0, 1.000000, 0.000000, 0.000000, 0.000000, 278.790000, 282.100000,920.0, 0.150000, 0.240000, -0.005210, 0.000080, 0.037780, -0.046710,282.0,0.235
73, 2010-05-03,1202.03, 2010-05-20,17.0, 1.000000, 0.000000, 0.000000, 0.000000, 273.800000, 277.110000,925.0, 0.200000, 0.250000, -0.005900, 0.000160, 0.041890, -0.051180,277.0,0.23
74, 2010-05-03,1202.03, 2010-05-20,17.0, 1.000000, 0.000000, 0.000000, 0.000000, 268.800000, 272.100000,930.0, 0.050000, 0.240000, -0.004340, 0.000110, 0.031430, -0.036050,272.0,0.226
75, 2010-05-03,1202.03, 2010-05-20,17.0, 1.000000, 0.000000, 0.000000, 0.000000, 264.000000, 267.300000,935.0, 0.040000, 0.300000, -0.004520, 0.000110, 0.036040, -0.041520,267.0,0.222
76, 2010-05-03,1202.03, 2010-05-20,17.0, 1.000000, 0.000000, 0.000000, 0.000000, 259.000000, 262.310000,940.0, 0.050000, 0.340000, -0.005680, 0.000090, 0.040240, -0.046310,262.0,0.218
77, 2010-05-03,1202.03, 2010-05-20,17.0, 1.000000, 0.000000, 0.000000, 0.000000, 253.800000, 257.100000,945.0, 0.150000, 0.350000, -0.005910, 0.000170, 0.048380, -0.055830,257.0,0.214
78, 2010-05-03,1202.03, 2010-05-20,17.0, 1.000000, 0.000000, 0.000000, 0.000000, 248.800000, 252.110000,950.0, 0.240000, 0.410000, -0.008110, 0.000190, 0.058580, -0.069140,252.0,0.21
79, 2010-05-03,1202.03, 2010-05-20,17.0, 1.000000, 0.000000, 0.000000, 0.000000, 243.810000, 247.100000,955.0, 0.140000, 0.450000, -0.007530, 0.000150, 0.055920, -0.064020,247.0,0.206
80, 2010-05-03,1202.03, 2010-05-20,17.0, 1.000000, 0.000000, 0.000000, 0.000000, 238.800000, 242.100000,960.0, 0.250000, 0.460000, -0.008500, 0.000250, 0.063930, -0.072570,242.0,0.201
81, 2010-05-03,1202.03, 2010-05-20,17.0, 1.000000, 0.000000, 0.000000, 0.000000, 233.900000, 237.200000,965.0, 0.260000, 0.500000, -0.009320, 0.000260, 0.068390, -0.076900,237.0,0.197
82, 2010-05-03,1202.03, 2010-05-20,17.0, 1.000000, 0.000000, 0.000000, 0.000000, 229.000000, 232.310000,970.0, 0.250000, 0.500000, -0.009470, 0.000220, 0.069040, -0.076220,232.0,0.193
