, [QUOTE_DATE], [EXPIRE_DATE], [DTE], [C_DELTA], [C_GAMMA], [C_VEGA], [C_THETA], [C_BID], [C_ASK], [STRIKE], [P_BID], [P_ASK], [P_DELTA], [P_GAMMA], [P_VEGA], [P_THETA], [STRIKE_DISTANCE], [STRIKE_DISTANCE_PCT]
0, 2010-05-03, 2010-05-21,18.0,1.0,0.0,0.0,0.0,64.24,64.45,56.0,0.0,0.01,-0.00109,4e-05,0.00059,-0.00146,64.4,0.535
1, 2010-05-03, 2010-05-21,18.0,1.0,0.0,0.0,0.0,63.23,63.45,57.0,0.0,0.01,-0.00016,3e-05,0.00017,-0.00188,63.4,0.527
2, 2010-05-03, 2010-05-21,18.0,1.0,0.0,0.0,0.0,62.24,62.44,58.0,0.0,0.0,-0.00069,4e-05,0.00035,-0.00155,62.4,0.518
3, 2010-05-03, 2010-05-21,18.0,1.0,0.0,0.0,0.0,61.24,61.45,59.0,0.0,0.01,-0.0011,0.00012,0.00075,-0.0017,61.4,0.51
4, 2010-05-03, 2010-05-21,18.0,1.0,0.0,0.0,0.0,60.24,60.44,60.0,0.0,0.01,-0.00076,8e-05,0.00085,-0.00192,60.4,0.502
5, 2010-05-03, 2010-05-21,18.0,1.0,0.0,0.0,0.0,59.25,59.44,61.0,0.0,0.01,-0.00041,0.00012,0.00079,-0.00162,59.4,0.493
6, 2010-05-03, 2010-05-21,18.0,1.0,0.0,0.0,0.0,58.24,58.46,62.0,0.0,0.01,-0.00084,8e-05,0.00083,-0.00172,58.4,0.485
7, 2010-05-03, 2010-05-21,18.0,1.0,0.0,0.0,0.0,57.24,57.45,63.0,0.0,0.01,-0.00042,7e-05,0.00114,-0.00126,57.4,0.477
8, 2010-05-03, 2010-05-21,18.0,1.0,0.0,0.0,0.0,56.24,56.45,64.0,0.0,0.01,-0.00119,9e-05,0.00107,-0.00131,56.4,0.468
9, 2010-05-03, 2010-05-21,18.0,1.0,0.0,0.0,0.0,55.24,55.45,65.0,0.0,0.01,-0.00058,9e-05,0.00052,-0.00186,55.4,0.46
10, 2010-05-03, 2010-05-21,18.0,1.0,0.0,0.0,0.0,54.24,54.45,66.0,0.0,0.01,-0.00053,6e-05,0.00035,-0.0013,54.4,0.452
11, 2010-05-03, 2010-05-21,18.0,1.0,0.0,0.0,0.0,53.25,53.44,67.0,0.0,0.02,-0.00034,8e-05,0.00035,-0.00121,53.4,0.443
12, 2010-05-03, 2010-05-21,18.0,1.0,0.0,0.0,0.0,52.25,52.45,68.0,0.0,0.0,-0.00095,0.00013,0.00032,-0.00171,52.4,0.435
13, 2010-05-03, 2010-05-21,18.0,1.0,0.0,0.0,0.0,51.25,51.45,69.0,0.0,0.01,-0.0004,9e-05,0.0003,-0.00155,51.4,0.427
14, 2010-05-03, 2010-05-21,18.0,1.0,0.0,0.0,0.0,50.23,50.44,70.0,0.0,0.01,-0.00106,8e-05,0.00028,-0.00118,50.4,0.419
15, 2010-05-03, 2010-05-21,18.0,1.0,0.0,0.0,0.0,49.24,49.43,71.0,0.0,0.01,-0.00132,0.00026,0.00122,-0.00251,49.4,0.41
16, 2010-05-03, 2010-05-21,18.0,1.0,0.0,0.0,0.0,48.23,48.44,72.0,0.0,0.02,-0.00197,0.00024,0.00099,-0.0031,48.4,0.402
17, 2010-05-03, 2010-05-21,18.0,1.0,0.0,0.0,0.0,47.24,47.44,73.0,0.0,0.02,-0.00166,0.00024,0.0011,-0.00284,47.4,0.394
18, 2010-05-03, 2010-05-21,18.0,1.0,0.0,0.0,0.0,46.24,46.43,74.0,0.0,0.02,-0.00116,0.00028,0.00128,-0.00265,46.4,0.385
19, 2010-05-03, 2010-05-21,18.0,1.0,0.0,0.0,0.0,45.24,45.44,75.0,0.0,0.02,-0.00202,0.00023,0.00195,-0.00251,45.4,0.377
20, 2010-05-03, 2010-05-21,18.0,1.0,0.0,0.0,0.0,44.26,44.44,76.0,0.0,0.01,-0.00054,0.00014,0.0013,-0.00135,44.4,0.369
21, 2010-05-03, 2010-05-21,18.0,1.0,0.0,0.0,0.0,43.24,43.45,77.0,0.0,0.03,-0.00136,0.00034,0.00149,-0.00214,43.4,0.36
22, 2010-05-03, 2010-05-21,18.0,1.0,0.0,0.0,0.0,42.25,42.45,78.0,0.0,0.02,-0.00168,0.00031,0.00132,-0.00289,42.4,0.352
23, 2010-05-03, 2010-05-21,18.0,1.0,0.0,0.0,0.0,41.24,41.44,79.0,0.0,0.02,-0.00167,0.00035,0.00166,-0.00213,41.4,0.344
24, 2010-05-03, 2010-05-21,18.0,1.0,0.0,0.0,0.0,40.24,40.43,80.0,0.0,0.02,-0.00117,0.00022,0.00082,-0.0015,40.4,0.335
25, 2010-05-03, 2010-05-21,18.0,1.0,0.0,0.0,0.0,39.24,39.43,81.0,0.0,0.0,-0.00095,0.00023,0.00123,-0.00117,39.4,0.327
26, 2010-05-03, 2010-05-21,18.0,1.0,0.0,0.0,0.0,38.25,38.45,82.0,0.02,0.02,-0.00249,0.00049,0.00272,-0.00328,38.4,0.319
27, 2010-05-03, 2010-05-21,18.0,1.0,0.0,0.0,0.0,37.23,37.45,83.0,0.01,0.02,-0.00271,0.00057,0.0024,-0.0031,37.4,0.311
28, 2010-05-03, 2010-05-21,18.0,1.0,0.0,0.0,0.0,36.24,36.44,84.0,0.02,0.02,-0.00267,0.00057,0.00214,-0.00352,36.4,0.302
29, 2010-05-03, 2010-05-21,18.0,1.0,0.0,0.0,0.0,35.23,35.44,85.0,0.02,0.02,-0.00335,0.00064,0.00251,-0.00314,35.4,0.294
30, 2010-05-03, 2010-05-21,18.0,1.0,0.0,0.0,0.0,34.27,34.45,86.0,0.02,0.03,-0.00342,0.00066,0.00287,-0.00318,34.4,0.286
31, 2010-05-03, 2010-05-21,18.0,1.0,0.0,0.0,0.0,33.26,33.45,87.0,0.01,0.02,-0.00299,0.00069,0.00241,-0.0031,33.4,0.277
32, 2010-05-03, 2010-05-21,18.0,1.0,0.0,0.0,0.0,32.26,32.45,88.0,0.02,0.03,-0.00383,0.00086,0.00331,-0.00423,32.4,0.269
33, 2010-05-03, 2010-05-21,18.0,1.0,0.0,0.0,0.0,31.26,31.45,89.0,0.02,0.03,-0.00498,0.00098,0.00417,-0.00558,31.4,0.261
34, 2010-05-03, 2010-05-21,18.0,1.0,0.0,0.0,0.0,30.26,30.45,90.0,0.01,0.02,-0.00578,0.00111,0.00473,-0.00578,30.4,0.252
35, 2010-05-03, 2010-05-21,18.0,1.0,0.0,0.0,0.0,29.25,29.45,91.0,0.02,0.03,-0.0054,0.00116,0.00465,-0.00545,29.4,0.244
36, 2010-05-03, 2010-05-21,18.0,1.0,0.0,0.0,0.0,28.25,28.44,92.0,0.03,0.05,-0.0069,0.00136,0.00498,-0.00615,28.4,0.236
37, 2010-05-03, 2010-05-21,18.0,1.0,0.0,0.0,0.0,27.28,27.45,93.0,0.02,0.03,-0.00671,0.00148,0.00492,-0.00601,27.4,0.228
38, 2010-05-03, 2010-05-21,18.0,1.0,0.0,0.0,0.0,26.27,26.47,94.0,0.03,0.05,-0.00774,0.00171,0.00586,-0.00736,26.4,0.219
39, 2010-05-03, 2010-05-21,18.0,1.0,0.0,0.0,0.0,25.3,25.47,95.0,0.03,0.05,-0.00965,0.00203,0.00659,-0.00758,25.4,0.211
40, 2010-05-03, 2010-05-21,18.0,1.0,0.0,0.0,0.0,24.31,24.46,96.0,0.04,0.04,-0.00885,0.00201,0.00669,-0.00662,24.4,0.203
41, 2010-05-03, 2010-05-21,18.0,1.0,0.0,0.0,0.0,23.3,23.47,97.0,0.04,0.04,-0.01089,0.00246,0.00766,-0.0087,23.4,0.194
42, 2010-05-03, 2010-05-21,18.0,0.93676,0.00044,0.02783,-0.0047,22.31,22.48,98.0,0.04,0.06,-0.01285,0.00285,0.00884,-0.00907,22.4,0.186
43, 2010-05-03, 2010-05-21,18.0,1.0,0.0,0.0,0.0,21.3,21.48,99.0,0.06,0.07,-0.01362,0.00324,0.00956,-0.00954,21.4,0.178
44, 2010-05-03, 2010-05-21,18.0,0.93901,0.00073,0.02846,-0.01504,20.33,20.49,100.0,0.05,0.08,-0.0159,0.00373,0.01031,-0.01073,20.4,0.169
45, 2010-05-03, 2010-05-21,18.0,0.93997,0.00103,0.02794,-0.0199,19.34,19.48,101.0,0.06,0.06,-0.01764,0.00417,0.01173,-0.01055,19.4,0.161
46, 2010-05-03, 2010-05-21,18.0,0.93977,0.00176,0.0285,-0.03014,18.36,18.51,102.0,0.07,0.08,-0.02043,0.00492,0.01362,-0.01224,18.4,0.153
47, 2010-05-03, 2010-05-21,18.0,0.94151,0.00199,0.02786,-0.0284,17.35,17.52,103.0,0.07,0.08,-0.02092,0.00536,0.01381,-0.01184,17.4,0.144
48, 2010-05-03, 2010-05-21,18.0,0.94101,0.00301,0.02805,-0.0267,16.36,16.53,104.0,0.09,0.09,-0.02619,0.00659,0.01648,-0.01442,16.4,0.136
49, 2010-05-03, 2010-05-21,18.0,0.94088,0.0037,0.02844,-0.02537,15.38,15.53,105.0,0.1,0.12,-0.03054,0.00777,0.01965,-0.01614,15.4,0.128
