, [QUOTE_DATE], [EXPIRE_DATE], [DTE], [C_DELTA], [C_GAMMA], [C_VEGA], [C_THETA], [C_BID], [C_ASK], [STRIKE], [P_BID], [P_ASK], [P_DELTA], [P_GAMMA], [P_VEGA], [P_THETA], [STRIKE_DISTANCE], [STRIKE_DISTANCE_PCT]
0, 2011-07-01, 2011-07-01,0.0,1.0,0.0,0.0,0.0,13.74,14.07,120.0,0.0,0.01,-0.00279,0.00174,0.0003,-0.00484,13.9,0.104
1, 2011-07-01, 2011-07-01,0.0,0.94545,0.00183,0.00742,-0.02017,12.81,13.05,121.0,0.0,0.02,-0.00329,0.00193,0.00102,-0.00453,12.9,0.096
2, 2011-07-01, 2011-07-01,0.0,0.94692,0.00136,0.00693,-0.01007,11.76,12.08,122.0,0.0,0.01,-0.0039,0.00221,0.00029,-0.00482,11.9,0.089
3, 2011-07-01, 2011-07-01,0.0,0.94729,0.00158,0.00705,-0.0102,10.75,11.08,123.0,0.0,0.02,-0.00345,0.00261,0.00044,-0.00546,10.9,0.081
4, 2011-07-01, 2011-07-01,0.0,0.94885,0.00199,0.0071,-0.00978,9.76,10.08,124.0,0.0,0.0,-0.00429,0.00314,0.00035,-0.00538,9.9,0.074
5, 2011-07-01, 2011-07-01,0.0,0.94031,0.01107,0.00767,-0.07531,8.9,9.07,125.0,0.0,0.0,-0.00494,0.00365,0.0007,-0.00496,8.9,0.067
6, 2011-07-01, 2011-07-01,0.0,0.94136,0.01261,0.00786,-0.06508,7.89,8.07,126.0,0.0,0.01,-0.00452,0.00456,0.00119,-0.00546,7.9,0.059
7, 2011-07-01, 2011-07-01,0.0,0.93764,0.01751,0.00816,-0.07557,6.9,7.09,127.0,0.0,0.01,-0.00589,0.00562,0.00126,-0.00524,6.9,0.052
8, 2011-07-01, 2011-07-01,0.0,0.93771,0.02112,0.00805,-0.06534,5.88,6.09,128.0,0.0,0.0,-0.00635,0.00734,0.0017,-0.00516,5.9,0.044
9, 2011-07-01, 2011-07-01,0.0,0.92892,0.03163,0.00888,-0.08059,4.9,5.08,129.0,0.0,0.01,-0.00746,0.00991,0.00102,-0.00452,4.9,0.037
10, 2011-07-01, 2011-07-01,0.0,0.95452,0.00879,0.00648,-0.0056,3.76,4.07,130.0,0.0,0.01,-0.00934,0.01437,0.00189,-0.00535,3.9,0.029
11, 2011-07-01, 2011-07-01,0.0,0.94717,0.03677,0.00767,-0.02006,2.9,2.95,131.0,0.0,0.0,-0.011,0.02288,0.00256,-0.00544,2.9,0.022
12, 2011-07-01, 2011-07-01,0.0,0.951,0.0535,0.00668,-0.00979,1.88,1.95,132.0,0.0,0.01,-0.01588,0.04411,0.00243,-0.00513,1.9,0.014
13, 2011-07-01, 2011-07-01,0.0,0.90641,0.23731,0.01221,-0.02537,0.89,0.97,133.0,0.0,0.0,-0.02766,0.13411,0.00427,-0.00511,0.9,0.007
14, 2011-07-01, 2011-07-01,0.0,0.26679,2.13029,0.02306,-0.02499,0.02,0.03,134.0,0.07,0.1,-1.0,0.0,0.0,0.0,0.1,0.001
15, 2011-07-01, 2011-07-01,0.0,0.02443,0.10248,0.00443,-0.00529,0.0,0.01,135.0,0.92,1.24,-1.0,0.0,0.0,0.0,1.1,0.008
16, 2011-07-01, 2011-07-01,0.0,0.01466,0.03925,0.00267,-0.00493,0.0,0.01,136.0,2.04,2.22,-0.94133,0.08838,0.0083,-0.03998,2.1,0.016
17, 2011-07-01, 2011-07-01,0.0,0.01089,0.0217,0.0017,-0.00511,0.0,0.01,137.0,2.92,3.12,-1.0,0.0,0.0,0.0,3.1,0.023
18, 2011-07-01, 2011-07-08,7.0,0.99255,0.00342,0.00374,-0.00681,13.79,14.06,120.0,0.0,0.01,-0.00738,0.00337,0.00396,-0.00681,13.9,0.104
19, 2011-07-01, 2011-07-08,7.0,0.99251,0.00374,0.00412,-0.00686,12.79,13.06,121.0,0.0,0.02,-0.00787,0.0038,0.00425,-0.00598,12.9,0.096
20, 2011-07-01, 2011-07-08,7.0,0.98927,0.00508,0.00513,-0.00806,11.79,12.07,122.0,0.02,0.04,-0.01292,0.0058,0.00609,-0.00962,11.9,0.089
21, 2011-07-01, 2011-07-08,7.0,0.9866,0.0066,0.00696,-0.00933,10.81,11.07,123.0,0.02,0.04,-0.01336,0.00666,0.00712,-0.00944,10.9,0.081
22, 2011-07-01, 2011-07-08,7.0,0.98547,0.0078,0.00743,-0.00972,9.77,10.11,124.0,0.02,0.03,-0.01509,0.00778,0.00744,-0.01005,9.9,0.074
23, 2011-07-01, 2011-07-08,7.0,0.96718,0.01437,0.01456,-0.02131,8.91,9.04,125.0,0.04,0.03,-0.02094,0.01087,0.01004,-0.01223,8.9,0.067
24, 2011-07-01, 2011-07-08,7.0,0.98021,0.01208,0.00928,-0.01062,7.88,8.0,126.0,0.03,0.05,-0.02267,0.01309,0.01028,-0.01272,7.9,0.059
25, 2011-07-01, 2011-07-08,7.0,0.95512,0.02255,0.01932,-0.02322,6.94,7.03,127.0,0.04,0.06,-0.0303,0.01793,0.01388,-0.01458,6.9,0.052
26, 2011-07-01, 2011-07-08,7.0,0.95165,0.02743,0.01996,-0.02214,5.95,6.02,128.0,0.07,0.07,-0.0436,0.02609,0.01862,-0.01912,5.9,0.044
27, 2011-07-01, 2011-07-08,7.0,0.93518,0.03807,0.02468,-0.02525,4.96,5.03,129.0,0.08,0.09,-0.05997,0.03682,0.02387,-0.02346,4.9,0.037
28, 2011-07-01, 2011-07-08,7.0,0.90563,0.05516,0.03309,-0.03113,4.01,4.07,130.0,0.13,0.15,-0.09359,0.0552,0.03371,-0.03068,3.9,0.029
29, 2011-07-01, 2011-07-08,7.0,0.85501,0.08109,0.04463,-0.03925,3.1,3.15,131.0,0.2,0.21,-0.14262,0.0811,0.04468,-0.03902,2.9,0.022
30, 2011-07-01, 2011-07-08,7.0,0.77206,0.1155,0.06008,-0.05001,2.24,2.29,132.0,0.35,0.36,-0.22985,0.1151,0.06012,-0.05066,1.9,0.014
31, 2011-07-01, 2011-07-08,7.0,0.6463,0.14869,0.07323,-0.05954,1.5,1.53,133.0,0.6,0.6,-0.35309,0.15008,0.0738,-0.05956,0.9,0.007
32, 2011-07-01, 2011-07-08,7.0,0.48854,0.16851,0.07922,-0.06052,0.9,0.91,134.0,0.98,1.0,-0.51155,0.16826,0.07906,-0.06073,0.1,0.001
33, 2011-07-01, 2011-07-08,7.0,0.3213,0.15608,0.07124,-0.05299,0.47,0.47,135.0,1.55,1.58,-0.67973,0.1563,0.07051,-0.05207,1.1,0.008
