, [QUOTE_DATE], [EXPIRE_DATE], [DTE], [C_DELTA], [C_GAMMA], [C_VEGA], [C_THETA], [C_BID], [C_ASK], [STRIKE], [P_BID], [P_ASK], [P_DELTA], [P_GAMMA], [P_VEGA], [P_THETA], [STRIKE_DISTANCE], [STRIKE_DISTANCE_PCT]
0, 2010-06-01, 2010-06-18,17.0,1.0,0.0,0.0,0.0,87.31,87.68,20.0,0.0,0.02,-0.00057,0.0,0.00038,-0.00314,87.5,0.814
1, 2010-06-01, 2010-06-18,17.0,1.0,0.0,0.0,0.0,82.3,82.63,25.0,0.0,0.04,-0.00079,4e-05,0.00075,-0.00445,82.5,0.767
2, 2010-06-01, 2010-06-18,17.0,1.0,0.0,0.0,0.0,77.31,77.63,30.0,0.0,0.02,-0.00072,9e-05,0.00039,-0.00419,77.5,0.721
3, 2010-06-01, 2010-06-18,17.0,1.0,0.0,0.0,0.0,72.31,72.68,35.0,0.0,0.02,-0.00084,0.00011,0.00101,-0.00404,72.5,0.674
4, 2010-06-01, 2010-06-18,17.0,1.0,0.0,0.0,0.0,67.31,67.62,40.0,0.0,0.04,-0.00163,0.00013,0.00142,-0.00424,67.5,0.628
5, 2010-06-01, 2010-06-18,17.0,1.0,0.0,0.0,0.0,62.3,62.64,45.0,0.0,0.04,-0.00154,0.00013,0.00143,-0.00354,62.5,0.581
6, 2010-06-01, 2010-06-18,17.0,1.0,0.0,0.0,0.0,57.31,57.62,50.0,0.0,0.02,-0.00133,0.00018,0.00144,-0.00279,57.5,0.535
7, 2010-06-01, 2010-06-18,17.0,1.0,0.0,0.0,0.0,56.3,56.68,51.0,0.0,0.03,-0.00179,0.00024,0.00175,-0.00398,56.5,0.526
8, 2010-06-01, 2010-06-18,17.0,1.0,0.0,0.0,0.0,55.31,55.66,52.0,0.0,0.03,-0.00177,0.00021,0.00143,-0.00421,55.5,0.516
9, 2010-06-01, 2010-06-18,17.0,1.0,0.0,0.0,0.0,54.31,54.66,53.0,0.0,0.03,-0.00172,0.0002,0.00091,-0.00438,54.5,0.507
10, 2010-06-01, 2010-06-18,17.0,1.0,0.0,0.0,0.0,53.3,53.66,54.0,0.0,0.03,-0.00206,0.00021,0.00152,-0.00445,53.5,0.498
11, 2010-06-01, 2010-06-18,17.0,1.0,0.0,0.0,0.0,52.31,52.68,55.0,0.0,0.02,-0.00114,0.00016,0.00071,-0.00297,52.5,0.488
12, 2010-06-01, 2010-06-18,17.0,1.0,0.0,0.0,0.0,51.3,51.68,56.0,0.0,0.03,-0.00217,0.00024,0.00164,-0.00358,51.5,0.479
13, 2010-06-01, 2010-06-18,17.0,1.0,0.0,0.0,0.0,50.31,50.68,57.0,0.0,0.03,-0.00225,0.00022,0.00152,-0.00419,50.5,0.47
14, 2010-06-01, 2010-06-18,17.0,1.0,0.0,0.0,0.0,49.31,49.69,58.0,0.0,0.03,-0.00161,0.00031,0.00176,-0.0044,49.5,0.461
15, 2010-06-01, 2010-06-18,17.0,1.0,0.0,0.0,0.0,48.3,48.63,59.0,0.0,0.04,-0.00186,0.00025,0.00149,-0.00414,48.5,0.451
16, 2010-06-01, 2010-06-18,17.0,1.0,0.0,0.0,0.0,47.31,47.67,60.0,0.0,0.02,-0.00175,0.00027,0.00153,-0.00293,47.5,0.442
17, 2010-06-01, 2010-06-18,17.0,1.0,0.0,0.0,0.0,46.31,46.67,61.0,0.0,0.03,-0.00235,0.0003,0.00157,-0.00358,46.5,0.433
18, 2010-06-01, 2010-06-18,17.0,1.0,0.0,0.0,0.0,45.31,45.67,62.0,0.0,0.03,-0.00199,0.00037,0.00151,-0.00364,45.5,0.423
19, 2010-06-01, 2010-06-18,17.0,1.0,0.0,0.0,0.0,44.31,44.69,63.0,0.0,0.04,-0.00187,0.00032,0.00182,-0.00356,44.5,0.414
20, 2010-06-01, 2010-06-18,17.0,1.0,0.0,0.0,0.0,43.32,43.69,64.0,0.0,0.02,-0.0023,0.00038,0.00196,-0.00441,43.5,0.405
