 [QUOTE_DATE], [UNDERLYING_LAST]
 2011-09-01,1203.96
 2011-09-02,1174.1
 2011-09-06,1165.37
 2011-09-07,1198.43
 2011-09-08,1186.04
 2011-09-09,1154.4
 2011-09-12,1162.24
 2011-09-13,1173.02
 2011-09-14,1189.24
 2011-09-15,1208.71
 2011-09-16,1215.76
 2011-09-19,1204.39
 2011-09-20,1202.25
 2011-09-21,1166.58
 2011-09-22,1129.67
 2011-09-23,1136.63
 2011-09-26,1163.05
 2011-09-27,1175.3
 2011-09-28,1150.61
 2011-09-29,1159.61
 2011-09-30,1131.81
