 [QUOTE_DATE], [UNDERLYING_LAST]
 2011-04-01,1331.94
 2011-04-04,1332.59
 2011-04-05,1332.71
 2011-04-06,1335.52
 2011-04-07,1333.28
 2011-04-08,1328.01
 2011-04-11,1324.29
 2011-04-12,1314.07
 2011-04-13,1314.47
 2011-04-14,1314.62
 2011-04-15,1319.65
 2011-04-18,1305.09
 2011-04-19,1312.46
 2011-04-20,1330.38
 2011-04-21,1337.13
 2011-04-25,1335.11
 2011-04-26,1347.14
 2011-04-27,1355.64
 2011-04-28,1360.29
 2011-04-29,1363.37
