 [QUOTE_DATE], [UNDERLYING_LAST]
 2020-05-01,2831.35
 2020-05-04,2842.66
 2020-05-05,2868.19
 2020-05-06,2848.38
 2020-05-07,2881.26
 2020-05-08,2929.28
 2020-05-11,2929.7
 2020-05-12,2869.59
 2020-05-13,2819.9
 2020-05-14,2852.73
 2020-05-15,2864.4
 2020-05-18,2953.16
 2020-05-19,2922.45
 2020-05-20,2971.55
 2020-05-21,2948.61
 2020-05-22,2955.49
 2020-05-26,2992.25
 2020-05-27,3035.91
 2020-05-28,3029.65
 2020-05-29,3044.83
